infinitive,normalized_string,pos,skill,related_lexemes,skill_url_title,gender,lexeme_id,word_string
,apotheke,Noun,Directions,[],Directions,Feminine,8bf8c81863fedd4c9d8d60285b00ea99,apotheke
,bett,Noun,Apartment,[],Apartment,Neuter,ccb4821731b23ba13e83b96281a6a221,bett
,reich,Adjective,Family 3,[],Family-3,,9f28f381354e4fb750867d4b88a96272,reich
,jemand,Pronoun,On Break,[],On-Break,Masculine,59681d3648c43434c59f80453095c9cf,jemand
,mai,Noun,Birthday,[],Birthday,Masculine,08aa57144380cbf8c6dc38870154bce3,mai
laufen,laufen,Verb,Habits 2,"['8007e459f4921439b376738e08d11a27', '861c191bb083cb4ecf75def228920dd3', 'c6e924e608299cf9ad7af257cd2b00ba']",Habits-2,,c45121a9bc68518e47a7f0862bc32214,laufen
,mude,Adjective,Health,[],Health,,f3ee385450eed87a09d6e01b3be89e52,müde
,eintrittskarte,Noun,Plans,['9d736c1f100ae7f4d62ee5ba98ab27ea'],Plans,Feminine,1a886efd13005cf4a3c5bbf47bbde5a5,eintrittskarte
kosten,kostet,Verb,Market,[],Market,,837856e5e76ac8ccdfe890ac9f84c103,kostet
,siebzig,Numeral,Plans 3,[],Plans-3,,90b4c1147e9284414fdaa7c05d935c52,siebzig
,krank,Adjective,Health,[],Health,,3c6879037e922e0ecdc137cf40a2da6d,krank
,lieblingsband,Noun,Plans 3,[],Plans-3,Feminine,bc5ad79b51dfdd6f1519b04263bf419a,lieblingsband
,aufgeregt,Adjective,Shopping,[],Shopping,,b96731312d51fe608234d337671f8117,aufgeregt
,lieblingsteam,Noun,Plans 3,[],Plans-3,Neuter,45db0d707bad92e3178bfc26f9ba2fc3,lieblingsteam
,ihrer,Determiner,Barbecue,"['946e2a221c7c91c9b280738c1c6521a9', '8da299f8205c5f23f09ca241db7bd3f0', 'a732d6874b29e652969729941a91e7a3', 'b0f5cfb71b30a379b468283a7851efb4', '319885bbe0fd73a21d979624d96cb748', '92f12c8ce6506f3ec2428e22eeb3d196', '5aac8b732e3beae17e847734ad19fdb1']",Barbecue,Feminine,ec1f819e146b31f8d1d3c5dfe4b5031e,ihrer
,cool,Adjective,Places,['33d4a0322d94534614cc18eaf7abb406'],Places,,15c95f88bbac473c728968073f64a9a7,cool
lesen,lesen,Verb,New Job,"['557379cbe1806198cbd023d34822d4e2', 'fe4cfec8848ffb07a7987af5a72755dc']",New-Job,,018a19656b483b0232a10629656dc9b7,lesen
,ihrem,Determiner,Barbecue,"['8da299f8205c5f23f09ca241db7bd3f0', 'ec1f819e146b31f8d1d3c5dfe4b5031e', 'a732d6874b29e652969729941a91e7a3', 'b0f5cfb71b30a379b468283a7851efb4', '319885bbe0fd73a21d979624d96cb748', '92f12c8ce6506f3ec2428e22eeb3d196', '5aac8b732e3beae17e847734ad19fdb1']",Barbecue,Masculine,946e2a221c7c91c9b280738c1c6521a9,ihrem
,jahr,Noun,Plans 2,['0b68cc9e2799899a1ba2c51969fff62d'],Plans-2,Neuter,215e3fde71728392f7fb2b0bf3314f7c,jahr
,klein,Adjective,Places,[],Places,,36068ecb6f67928893c8e7775bf52755,klein
,wein,Noun,Basics 1,[],Basics-1,Masculine,2488ce0402bb2becca1b0fd91e20780e,wein
,pro,Preposition,Habits,[],Habits,,b7ae1c4b0c13b3a702ebb83198e8653e,pro
,eure,Pronoun,New Job,"['3dec95cd1e62a5f41acc0a2ca8fc0651', '9b85534cf39688a05fabb5d3c7764165', 'a63897ab56aedc284eb8e40eeb20694e']",New-Job,Feminine,c43c45c53082813dbdfa63971432f29c,eure
,flaschen,Noun,Food,['063327816bf5dfebc2d95a1d3902045d'],Food,Feminine,cceac730b6b4e1cc60cd1a9afc286f12,flaschen
,ok,,Greetings,[],Greetings,,176cf916ae8d2f1dccb84f5bb6c8979e,ok
,dreissig,Numeral,Travel,[],Travel,,cb6975c29aa40c2242b90998392842fc,dreißig
liegen,liegen,Verb,Free Time,[],Free-Time,,5bc119c8b7172a3a0b028e25923333bf,liegen
,herr,Noun,Questions,[],Questions,Masculine,c8cc7e485551d16fdf1b17db479b945a,herr
,pullover,Noun,Shopping,[],Shopping,Masculine,a9c75f9b455e4a9ac24d8cc5515ec93b,pullover
,tasche,Noun,Packing,[],Packing,Feminine,b9ccc1c0fd841c21d5445e3d64575bc9,tasche
,kalt,Adjective,Restaurant,[],Restaurant,,325eab107d8f8fe9d09d19a740121d73,kalt
,fruhling,Noun,Weather,[],Weather,Masculine,1be4e89e92e48c73584a71b38fd47bb5,frühling
,grau,Adjective,Travel 2,[],Travel-2,,296d11ae461bab3833b4078f88b4f631,grau
,bibliothek,Noun,Directions,[],Directions,Feminine,05a3ac3b5c0f23d1453f6fcb728cb759,bibliothek
,oft,Adjective,Hobbies,[],Hobbies,,de6af9ef0776407418b6b8bf0789be40,oft
,zeitung,Noun,On Break,['b6c7f93f4e72b0ada2f88b0addc5611d'],On-Break,Feminine,46ab865ea1c1fc8c19a6cebfac66fbc6,zeitung
,jede,Determiner,Habits,[],Habits,Feminine,ddde7aca58abd77707d7732094ce4ef3,jede
,hexe,Noun,Hobbies 2,[],Hobbies-2,Feminine,383c00310397942d74c933cbf5177e92,hexe
,bucher,Noun,Housing,['21e73145e674d9185f3a808f95e55d97'],Housing,Neuter,ebc07158557c3e4a916a8ed8e0f2820e,bücher
,vierzig,Numeral,Plans 2,[],Plans-2,,7655a2ada09916f97dd471f3a4bd6298,vierzig
,volleyball,Noun,Leisure,[],Leisure,Masculine,1e8dceb8ae00ec2c2075152565a72fb8,volleyball
,sonntags,Adverb,Habits,[],Habits,,f3a055b42bd66148e27b21028082326b,sonntags
denken,denkst,Verb,Free Time,[],Free-Time,,cb00daf5c9c20eb1a7d63cbc5f6a1be2,denkst
,nudeln,Noun,Habits,[],Habits,Feminine,377d8da4eb7cbd2a4528f57aebf78f76,nudeln
,freundin,Noun,Jobs,['0ea48e1594a5fd820972256f95cb2f98'],Jobs,Feminine,089fc34fdd736b4308d89cde27b7a8fc,freundin
essen,isst,Verb,Habits,"['5ac6336de0f683c21074570627e9410b', '20dde14c9907e353804d0de13f198543', 'aa82a48245fe4015d6bc8643ccdf7fa7', '3ce312a29fda532fad3af690e26e91e1']",Habits,,d0e80d740c4f2d0653951e65952c19d1,isst
,seiner,Determiner,Barbecue,"['ab6750aee2f31d980e3b5f9f9ecea02b', 'ea162697009a9c78b38033a3fc8eb40f', '9aac75af6c4763cfe75d16b87cc10604', '57e8aed4c315b289686064c402adcbc9', '4fdaa498ad844fc4c7adf7ddac542751', '2ac4ffe95f75b15d1d99aeebbb8321c7', '713d30d6c7922e90eefdb989d4d9ad56', '0b59f6cdecb914ed8e713bbbab6a7924', '71f5612281d1ecd419cfbe7ae49aaed3', 'df0b0165dae55e3bd922a746d9072e9d', '7b563f860cd0b0f43adf0a79e0188bcb']",Barbecue,Feminine,6b1c28621e623451322c32fc2aa7459d,seiner
,funf,Numeral,Market,[],Market,,c83599acc5c571cade0112e323ae88be,fünf
,pflanzen,Noun,Housing,['d8945fcff21b9c86f2166a128cc5f278'],Housing,Feminine,626ba8735559941e30825b68608546d3,pflanzen
,erdbeeren,Noun,Market,[],Market,Feminine,e416b12f715df7f2608f726710e139b0,erdbeeren
,kino,Noun,Directions,[],Directions,Neuter,efdd17d74377e102072ff5c34eebb212,kino
,vier,Numeral,Market,[],Market,,a81876e128bd19a93abd09216dfc8d56,vier
wollen,wollen,Verb,Hotel,"['9eca41f89b644e6b35607d7cf0fb2b32', '5bf379e327e6605ccb476d9f6f30731b']",Hotel,,c175db9f4a48aa895f1e411a46d8cabe,wollen
beginnen,beginnt,Verb,Events,[],Events,,1cc11e8cb4d13eb0aa14787aea4944aa,beginnt
,rezeption,Noun,Hotel,[],Hotel,Feminine,b55a14c0cf4a741ec1ab7e97620aff0c,rezeption
,frei,Adjective,Hotel,[],Hotel,,28dd092022240f6b95bb1587e402e950,frei
,es gibt,,Hotel,['107541428191ed5bf1e425a444a9205a'],Hotel,,0f08b8a0cfa8ec28eedb2ed62ebd5ef8,es gibt
,dusche,Noun,Hotel,[],Hotel,Feminine,2eb6b0db6b2e05de67dc2f74d3f84a40,dusche
,doppelzimmer,Noun,Hotel,[],Hotel,Neuter,b4f85d0edc0eed0ed4dc58e3dc1cc883,doppelzimmer
,fruhstuck,Noun,Hotel,[],Hotel,Neuter,2d11a913d84c62add35c886a1de9dc6f,frühstück
,geoffnet,Adjective,Plans,[],Plans,,ad76ea641ac311ccd0c9321e8508d077,geöffnet
,ruhig,Adjective,Hotel,[],Hotel,,55dfa1bf77e8c602577e76c902f31485,ruhig
,einzelzimmer,Noun,Hotel,[],Hotel,Neuter,cc8013337d32ae9abce40f4cd4e2ff82,einzelzimmer
,wie lange,,Transport,[],Transport,,ef71b1794201e7c6c56ccafcc1234a4c,wie lange
,in der nahe,,Directions,[],Directions,,a4b8d4ac85a980d8460b11a4f7b4edf5,in der nähe
,nachte,Noun,Hotel,['6fe9030e07f6fd866f000d4ef978e184'],Hotel,Feminine,11bfde7be6a7714e73a9652b773b4cf8,nächte
essen,essen,Verb,Housing,"['20dde14c9907e353804d0de13f198543', 'd0e80d740c4f2d0653951e65952c19d1', 'aa82a48245fe4015d6bc8643ccdf7fa7', '3ce312a29fda532fad3af690e26e91e1']",Housing,,5ac6336de0f683c21074570627e9410b,essen
,schwarz,Adjective,Housing,[],Housing,,a4d751e09af4060075aaa706eec51431,schwarz
,alles,Pronoun,Food,[],Food,,ac9db88db6bd13f5bd421866a4dad6d5,alles
,mikrowelle,Noun,Housing,[],Housing,Feminine,4ac3e4787e6dd60d96a4c1addc279816,mikrowelle
,weiss,Adjective,Housing,[],Housing,,4e2bd8cf6819b31a5819e8f13439df31,weiß
,keine,Determiner,Family 2,"['9cf5f992527b0aefe17624fafd17fd57', 'c9002420b3dd1f3ba022ea6fdce08f70']",Family-2,Feminine,bfcaa62ceb61fdcbfd9fd150f8ae8486,keine
,mehrfamilienhaus,Noun,Housing,[],Housing,Neuter,8f069b39ba078065c720f87c1590b877,mehrfamilienhaus
,stuhle,Noun,Housing,['badd49d0ae594f769e1cbfdf3c04c4be'],Housing,Masculine,cb39125c407527271be49e5674c669a7,stühle
,esszimmer,Noun,Housing,[],Housing,Neuter,df9e986ae0edf7db9785ec3250061824,esszimmer
,maus,Noun,Basics 2,[],Basics-2,Feminine,7b6084f7fdd4df9d3b5289233abe6fc6,maus
,wohnung,Noun,Apartment,['78f465ed6aaf356d50f1be3de0ab1077'],Apartment,Feminine,0cdbfff9362ae115225fbdef35974082,wohnung
,sofa,Noun,Housing,[],Housing,Neuter,15e87222f0e2ae99683d865ad79f9994,sofa
,guten appetit,,Dining Out,[],DiningOut,,eeed342f881fc3643d01eeb4813c4706,guten appetit
,ihre,Determiner,Birthday 2,"['946e2a221c7c91c9b280738c1c6521a9', '8da299f8205c5f23f09ca241db7bd3f0', 'ec1f819e146b31f8d1d3c5dfe4b5031e', 'a732d6874b29e652969729941a91e7a3', '319885bbe0fd73a21d979624d96cb748', '92f12c8ce6506f3ec2428e22eeb3d196', '5aac8b732e3beae17e847734ad19fdb1']",Birthday-2,Feminine,b0f5cfb71b30a379b468283a7851efb4,ihre
,ich freue mich,,Plans,[],Plans,,03f015929a355636b32ba218b3d3fe1b,ich freue mich
,salzig,Adjective,Birthday 2,[],Birthday-2,,66947a436134b6d8b1d292ce67e17060,salzig
,nach hause,,On Break,[],On-Break,,430bfb5df8d9e947192fcc89e67c52e5,nach hause
,zum flughafen,,On Break,[],On-Break,,a6e1cc3295965e78dc6fc7ef2cef64df,zum flughafen
,vom bahnhof,,Birthday 2,[],Birthday-2,,929f938fafd8d92587003bc7e8c17a09,vom bahnhof
,wer,Pronoun,Apartment,"['2a88f21404463795a20c715d412e2396', '4772656685c565533a1b5bf1cdc2836f']",Apartment,,006103987f06c9397971bc1ef5bde560,wer
,bild,Noun,Housing,[],Housing,Neuter,962e634f9b4a38de3504683a4a0b7c67,bild
bestellen,bestellen,Verb,Dining Out,[],DiningOut,,484fc91f6273e90ea702d5b240b22756,bestellen
,geschenke,Noun,Birthday 2,['4db0e72a550096330839845c1c18b3dd'],Birthday-2,Neuter,ba7484b33a7341c891a211eb85f6708d,geschenke
heißen,heisst,Verb,Family 2,"['80525e4d4d1127c8391a9fdd0e42fb6b', '92771583a54136b825153673556f1659']",Family-2,,49273c30db96b8eb2a20f429c0690976,heißt
rufen,rufe,Verb,Party,"['403a900510fc6326ee93d680015bacf3', 'e69bf29cd6f65a60bd12413cf57c1043']",Party,,e1af12c4ca0a90d52b0d53aad4ff9d0e,rufe
,dieser,Determiner,Community,"['9b4a06b70810c1035e3046fa387ba339', 'fd557a3f3516f8d1eb4b1466a7671206', 'd418d40a89b378ca4259548a947eda8f', 'e0a7b526dfb83c6073bc73e86b83af3e', 'a1ae22b23cd5b2934d664e554046f27c']",Community,Masculine,9e21df64419500ac06b210def7dddfb5,dieser
,toll,Adjective,Languages,[],Languages,,00982eb1a1564b00d81ec1c591c6aadd,toll
sprechen,spreche,Verb,Questions,"['77389fc10dd1971471d34c2036184e60', 'ea1bc226d0ac8bd24dca5831429ec822', 'f8e8b7e84b5f7543744650825d5415f8']",Questions,,b29ae90d223ab56f9bbe3b8c9e917b72,spreche
,glas,Noun,Dining Out,['4756b5f269d27f8e9722900c5772b19d'],DiningOut,Neuter,545467d4c850b03bc2f54b13c2460a2b,glas
,super,Adjective,Greetings,[],Greetings,,54dbff8752354020594b3f726f8c93ec,super
,gaste,Noun,Barbecue,['a197aa1f2720eb76f0f57aa5416c121d'],Barbecue,Masculine,707d623b73499013b7388e9a91e45104,gäste
,am see,,Barbecue,[],Barbecue,,68297d99a4bb89402615137917103975,am see
,deiner,Determiner,On Break,"['dcbc121aecb08e610c3a08dd5baa7dd0', 'dd697f8e1234efb2cbc33c379f6c9912', '95a5b32daf755b8ec21c3fcfc9fed688', '2fdce2ac591b483ad7c5b8b44346ef15', '76488439ef737ef7cf368657d5d3a579', 'b4925b813ecc0a1f9dcf205a258c69e5']",On-Break,Feminine,a2c2a92b69b243135e36c39a9d5a9378,deiner
,sechsunddreissig,Numeral,Barbecue,[],Barbecue,,1c43dc3c5fb3e17eefe9e0203175f332,sechsunddreißig
,platz,Noun,Barbecue,[],Barbecue,Masculine,47d22050dd27357f7a75aca380958455,platz
,genug,Pronoun,Groceries,[],Groceries,,352468c765ee8a5cd6989ccbb54baba2,genug
wollen,will,Verb,New Job,"['c175db9f4a48aa895f1e411a46d8cabe', '9eca41f89b644e6b35607d7cf0fb2b32']",New-Job,,5bf379e327e6605ccb476d9f6f30731b,will
malen,malen,Verb,Party,"['c972457bda857bef8aac3faf1975083e', '648da31466ccd4021b963f8b045c8cfa', 'a5d538f6e944444179ff0457a2fb4c66']",Party,,2452dcb3afba3682248b6c78a4da6317,malen
,regenschirm,Noun,Weather,[],Weather,Masculine,28fc4202b8655adde34bc233420c0713,regenschirm
,schildkrote,Noun,Family 3,[],Family-3,Feminine,c300bbf24b26ef15167eb07624b9bd0c,schildkröte
,toiletten,Noun,Shopping,[],Shopping,Feminine,fb05f518ce18a1d8b586b5f966575341,toiletten
geben,gebe,Verb,Party,"['d04bb2069c5527fc8aa685fcb239461e', 'c9693faf5c2bda4632e5689d838f638d', 'fee350a706db6d58fd9360671e6d34cc']",Party,,ee017ef67a27281bea801fd6bcd1439d,gebe
,geschenk,Noun,Birthday,['ba7484b33a7341c891a211eb85f6708d'],Birthday,Neuter,4db0e72a550096330839845c1c18b3dd,geschenk
,gleich,Adverb,Groceries,[],Groceries,,449f33434a54c09b3371793b8d945850,gleich
schreiben,schreibt,Verb,Party,[],Party,,b3bc0e44fa986a0a37b72d61f55e6828,schreibt
schicken,schicke,Verb,Party,[],Party,,e7f6af7f5f6a89d7af0613bd4a3ba6c0,schicke
,zweihundert,Numeral,Travel 2,[],Travel-2,,2bb726854c81362c00404a27074f3aba,zweihundert
,ein,,Barbecue,"['7f78970589f8a9fe95bca610215c051a', '6f9902a2e4d1f353aecc47843c9df6e7', '1064e9fdf75eafe86207caa8a36cb594', '743819fb236e8f66b5be133a6259a953', '9fd5e36e3610cccd451acba4d29990ca']",Barbecue,,76443cfe0e3f05570e98e35a330dbfff,ein
,schnecke,Noun,Family 2,[],Family-2,Feminine,a79ddd9baf7f11749914ece1eb576088,schnecke
,samstags,Adverb,New Job,[],New-Job,,1bfeecfbd3c338c4b81b55d692a1efe3,samstags
,zur party,,Birthday,[],Birthday,,b13e17fe50982d008d4aa6bd7a07151a,zur party
,ehemann,Noun,Barbecue,[],Barbecue,Masculine,c3d9515d10d921a34f0039c2932d3b75,ehemann
,grillparty,Noun,Barbecue,[],Barbecue,Feminine,b78633e4a3afed2ade6ef241c4c4cad4,grillparty
,ein,,Barbecue,"['76443cfe0e3f05570e98e35a330dbfff', '7f78970589f8a9fe95bca610215c051a', '6f9902a2e4d1f353aecc47843c9df6e7', '743819fb236e8f66b5be133a6259a953', '9fd5e36e3610cccd451acba4d29990ca']",Barbecue,,1064e9fdf75eafe86207caa8a36cb594,ein
,zur,Pronoun,Barbecue,[],Barbecue,,28dacbea0aadef1bfe6ae8bf1175d44f,zur
,auf dem markt,,Barbecue,[],Barbecue,,f177e411b2a0b0e78381def77595fdf8,auf dem markt
,fleisch,Noun,Dining Out,[],DiningOut,Neuter,ae5524049797af0b315b92822ce128b9,fleisch
,getranke,Noun,Plans 2,[],Plans-2,Neuter,63af71f175495c6cc53a256f05393ee3,getränke
,glaser,Noun,Barbecue,['545467d4c850b03bc2f54b13c2460a2b'],Barbecue,Neuter,4756b5f269d27f8e9722900c5772b19d,gläser
,teller,Noun,Barbecue,[],Barbecue,Masculine,3bc8d7a38e61db5d279dc5c2854ac5a9,teller
,dollar,Noun,Market,[],Market,Masculine,511f8c1f7b616306826596e9f4d2e454,dollar
,ehefrau,Noun,Barbecue,[],Barbecue,Feminine,7f1a12bc3dc1cafee62a744be562cf54,ehefrau
,instrument,Noun,Hobbies 2,[],Hobbies-2,Neuter,444f17dbaf7cf8511891db23a60b7cf3,instrument
wandern,wandert,Verb,Weather,"['ff41b0209e9350a7daec57f2282ca449', '65a1e7ce16b7ec401a108b95521e2ae3', 'ce33df55777d4b63a72eff87580dfe0d']",Weather,,ce9ef05093c9cd0d0c227f37c0d92a25,wandert
,sie,Pronoun,Food,[],Food,Feminine,d933de742fb2312264859d95a6940bad,sie
,diese,Determiner,Community,"['fd557a3f3516f8d1eb4b1466a7671206', '9e21df64419500ac06b210def7dddfb5', 'd418d40a89b378ca4259548a947eda8f', 'e0a7b526dfb83c6073bc73e86b83af3e', 'a1ae22b23cd5b2934d664e554046f27c']",Community,,9b4a06b70810c1035e3046fa387ba339,diese
malen,malt,Verb,Hobbies,"['648da31466ccd4021b963f8b045c8cfa', 'a5d538f6e944444179ff0457a2fb4c66', '2452dcb3afba3682248b6c78a4da6317']",Hobbies,,c972457bda857bef8aac3faf1975083e,malt
,nachbar,Noun,Housing,['91dd48dac51d317ea51f22b7e591ab17'],Housing,Masculine,fcce585198707b2f1a31108fb7731a5d,nachbar
lernen,lernt,Verb,Languages,"['cee314fa43551daf3690bb5cdda0bf23', 'f804038329c1d0fe7a0a42c5f38b2081']",Languages,,76390c1350a8dac31186187e2fe1e178,lernt
,stadtzentrum,Noun,Transport,[],Transport,Neuter,8dd1947566c12f0cda18d6e7bb2837ce,stadtzentrum
,junge,Noun,Basics 2,['5402c918d52888ba17fb04e9da7405f2'],Basics-2,Masculine,dc3df495a321ca6c1c5506a43776981d,junge
,schule,Noun,Community,[],Community,Feminine,0182072599f0e1aa6786d08e559e965d,schule
,museum,Noun,Directions,[],Directions,Neuter,ee3032308c6152c41effbede04e66b0e,museum
,strasse,Noun,Transport,['cef5e6a128b291f79e29adcceecfabfa'],Transport,Feminine,8e246402543d6923816e8ff1bf29996e,straße
,jeder,Determiner,Community,[],Community,Masculine,b789d8e5c91f4183bc2bf525d4fd7cf3,jeder
haben,hat,Verb,Family 2,"['868e33555cb34d2f50ef702111cfd58b', 'e15f13f230d129ce73b482d92222ae79', '9780135201a381516d9c84324771e811', 'bc132fa899e138377a3d89eb3125a2f1']",Family-2,,5fa1f0fcc3b5d93b8617169e59884367,hat
,s-bahn,Noun,Community,[],Community,Feminine,fc9c3d22530f3f86342a7b6f3beb1fe5,s-bahn
,hoch,Adjective,Community,[],Community,,6cbecb4235e2b057a852ce14391fb499,hoch
,anwalt,Noun,Questions,[],Questions,Masculine,c562b42cb37e8f35f61b5613c7e3ac83,anwalt
,luftballons,Noun,Birthday 2,[],Birthday-2,Masculine,3eaff334ce9d6e257cfd78e5b1d6c396,luftballons
gehen,gehst,Verb,Free Time,"['b3d6d1e3f6ac903b1feee1492e6d0f16', 'd4501d74f60c4fd0d00584d89a2ab040', 'a2aff52124c0a2d82336b90a3932cb37']",Free-Time,,f2f578ef16b882e00d242ca5d17ff60f,gehst
gehen,geht,Verb,Free Time,"['b3d6d1e3f6ac903b1feee1492e6d0f16', 'd4501d74f60c4fd0d00584d89a2ab040', 'f2f578ef16b882e00d242ca5d17ff60f']",Free-Time,,a2aff52124c0a2d82336b90a3932cb37,geht
,euren,Determiner,Birthday 2,"['c43c45c53082813dbdfa63971432f29c', '9b85534cf39688a05fabb5d3c7764165', 'a63897ab56aedc284eb8e40eeb20694e']",Birthday-2,Masculine,3dec95cd1e62a5f41acc0a2ca8fc0651,euren
,jahre,Noun,People,['215e3fde71728392f7fb2b0bf3314f7c'],People,Neuter,0b68cc9e2799899a1ba2c51969fff62d,jahre
,dieses jahr,,Events,[],Events,,0f3227873a80b0f23091ee3e6522e09d,dieses jahr
,wichtiger tag,,Birthday 2,[],Birthday-2,,2eec3ee7f33a1469cc568d0aca8fc5b9,wichtiger tag
rufen,rufen,Verb,Party,"['e69bf29cd6f65a60bd12413cf57c1043', 'e1af12c4ca0a90d52b0d53aad4ff9d0e']",Party,,403a900510fc6326ee93d680015bacf3,rufen
rufen,ruft,Verb,Party,"['403a900510fc6326ee93d680015bacf3', 'e1af12c4ca0a90d52b0d53aad4ff9d0e']",Party,,e69bf29cd6f65a60bd12413cf57c1043,ruft
machen,mach,Verb,Packing,"['d7b4290eaa4918f65f8e5ce8a612a3df', 'e6bd411053e003fc740382ee53609560', '9b1dc55147861a22541051c15bc4695b', 'bc303f70358e7e7a6a8bffa879f9021c']",Packing,,70c956a45c542e1db9e4c78c6ca99051,mach
,heiss,Adjective,Restaurant,[],Restaurant,,8596d0e478789e269909a4ba4d81250f,heiß
,kollege,Noun,New Job,['910a39a805d45bac1d6f54b683f136d4'],New-Job,Masculine,d3e7c565e9459bdd03fc97c14789b8ba,kollege
,dann,Adverb,Transport,[],Transport,,4d41fd34d98a435488aa1fece31f3183,dann
gehen,geh,Verb,Health,"['b3d6d1e3f6ac903b1feee1492e6d0f16', 'f2f578ef16b882e00d242ca5d17ff60f', 'a2aff52124c0a2d82336b90a3932cb37']",Health,,d4501d74f60c4fd0d00584d89a2ab040,geh
kosen,kosten,Verb,Travel,[],Travel,,bdd9ca582d72cb3896313e83fcc41aab,kosten
,am besten,,Food,[],Food,,8d6d8403ead52815cb4b3de08ce02417,am besten
,spat,Adjective,Travel,[],Travel,,187cc8531b51a6c1885624450318f165,spät
,elf,Numeral,Transport,[],Transport,,ae448b2f655fc82481cceaf40df87804,elf
,viel,Adverb,Health,[],Health,,91864b478b62fca94e0c6fa88b60e159,viel
,schnell,Adverb,Languages,['17d8af71a399e629030027555aae5bfc'],Languages,,2129782ef874c8d174ad1af1614e414e,schnell
hören,horen,Verb,Plans 3,"['7574289d3f4d6705e724c3c13db68df5', '53f31bcf92a8c9e421ded3e192020b12', '4485cb44e481145b666cf0b43c80f377']",Plans-3,,b150fe266cffdc87fb8558050b4af15a,hören
,taxi,Noun,Transport,['1b188b24940d3a80f617f16400fdf622'],Transport,Neuter,d78b4ccc6cb50a8ec05fb1a4436c55a1,taxi
,cola,Noun,Roommate,[],Roommate,Feminine,07612110af11b3d3b596d339e3f91490,cola
,auto,Noun,Family 3,[],Family-3,Neuter,439545dd55d14d061a03fe41f9624301,auto
sein,bist,Verb,Family,"['ab6750aee2f31d980e3b5f9f9ecea02b', 'ea162697009a9c78b38033a3fc8eb40f', '9aac75af6c4763cfe75d16b87cc10604', '57e8aed4c315b289686064c402adcbc9', '6b1c28621e623451322c32fc2aa7459d', '4fdaa498ad844fc4c7adf7ddac542751', '2ac4ffe95f75b15d1d99aeebbb8321c7', '713d30d6c7922e90eefdb989d4d9ad56', '0b59f6cdecb914ed8e713bbbab6a7924', 'df0b0165dae55e3bd922a746d9072e9d', '7b563f860cd0b0f43adf0a79e0188bcb']",Family,,71f5612281d1ecd419cfbe7ae49aaed3,bist
fangen,fangt,Verb,Plans 3,[],Plans-3,,1efca428fa1435ad8d6c6a3111267abe,fängt
kaufen,kauf,Verb,Groceries,"['f372629f35af5be36012231f8943dbb3', 'fac15f783f9d442e2f97036aa6d3df72', '8c7cf67f91be0169781d00da5118d6cc', '7fcba9a2ee249cc99be8049a0605d261']",Groceries,,4c3e97878ee816a96e4b7b36090c622f,kauf
,zum strand,,On Break,[],On-Break,,80126ebf8e0b90aa5e4d2f03381307ef,zum strand
,kaffee,Noun,Basics 1,[],Basics-1,Masculine,e25a8f420cb9576afd58b942b6294be5,kaffee
,zufrieden,Adjective,Family 3,[],Family-3,,fe5012d53fd56085fc54f425ee0a1652,zufrieden
,baume,Noun,Community,[],Community,Masculine,aaf079a9b78ff86cc82bd0d2e1c8cd67,bäume
,student,Noun,Jobs,['64c3c4d09985e997cc756599df18de9d'],Jobs,Masculine,decbc4b616c005f932ede26b233a79d8,student
trinken,trinken,Verb,Dining Out,"['1bf6ad9957facdc1d93f22b227f06757', '306560d6f47275980bdfc69f8f338552', '57457e31abab4aef08489362a8ac1130']",DiningOut,,da2936610224441b32b627714dedc2d6,trinken
,cafes,Noun,Community,['1930b34f47a93b1ba9cea96d106424fd'],Community,Neuter,75032c5252df6be7634cf5433bdc40ce,cafés
,stadtviertel,,Community,[],Community,Neuter,7ed98fef645816a04f409eee69012dc0,stadtviertel
,alt,Adjective,Directions,[],Directions,,ad04a18a3c498de2965c44078e374c34,alt
schließen,schliesst,Verb,Plans 2,[],Plans-2,,db107dc0b892b55b911a2f0ff73b88d8,schließt
,in dem stadtviertel,,Community,[],Community,,0cff21248a0eff5ce9609ea07241ac58,in dem stadtviertel
,elefant,Noun,Basics 2,['4286faacaa598d83a206a9c36efdf4f9'],Basics-2,Masculine,9f0897bf3c43ab2e7e29b6b2896aee2d,elefant
,geschaft,Noun,Community,['a87a14521b211840c8fba1194b68511a'],Community,Neuter,5a5ef6d575b35fcce4bf6bed0fc4ef69,geschäft
,gross,Adjective,Family,[],Family,,bbb4038a5d86da6b6f252a85f33a1a0b,groß
,gebaude,Noun,Community,[],Community,Neuter,5d6215dcd01137570e463542b3ff8b95,gebäude
,elefanten,Noun,Community,['9f0897bf3c43ab2e7e29b6b2896aee2d'],Community,Masculine,4286faacaa598d83a206a9c36efdf4f9,elefanten
,bank,Noun,Community,"['c08f8acf0e4ec14c359f2f3a74f896af', '38d347b9db150a942aa52e270bf95439']",Community,Feminine,2cf3e8f0f535b9279501e26c2a4c23c1,bank
,weit weg,,Directions,[],Directions,,6b06b036a6a25b911da33f4de02d1719,weit weg
,von,Preposition,Plans,['058b9a635fee05704970a7d609529c0b'],Plans,,2b9e246988d56aaa7740de59a866ac9f,von
,bis,Preposition,Plans,[],Plans,,abaf6ae8ad5b7cb18af6a83b4fe0a701,bis
,ab,,Birthday 2,[],Birthday-2,,1cd148686b8a9883309383d475ff1d06,ab
